2022-02-11, 8
2022-02-12, 12
2022-02-13, 3
2022-02-14, 11
2022-02-15, 11
2022-02-16, 4
2022-02-17, 5
2022-02-18, 4
2022-02-19, 7
2022-02-20, 4
2022-02-22, 1
2022-02-23, 12
2022-02-24, 7
2022-02-25, 1
2022-02-26, 10
2022-02-27, 12
2022-02-28, 3
2022-03-01, 1
2022-03-02, 2
2022-03-03, 9
2022-03-04, 4
2022-03-05, 12
2022-03-06, 14
2022-03-07, 3
2022-03-08, 5
2022-03-09, 2
2022-03-10, 5
2022-03-11, 1
2022-03-12, 8
2022-03-13, 13
2022-03-14, 6
2022-03-15, 4
2022-03-16, 2
2022-03-17, 1
2022-03-18, 0
2022-03-19, 12
2022-03-20, 13
2022-03-21, 14
2022-03-22, 1
2022-03-23, 3
2022-03-24, 2
2022-03-25, 5
2022-03-26, 14
2022-03-27, 17
2022-03-28, 4
2022-03-29, 2
2022-03-30, 3
2022-03-31, 6
2022-04-01, 3
2022-04-02, 13
2022-04-03, 16
2022-04-04, 6
2022-04-05, 3
2022-04-06, 6
2022-04-07, 2
2022-04-08, 4
2022-04-09, 16
2022-04-10, 16
2022-04-11, 3
2022-04-12, 2
2022-04-13, 0
2022-04-14, 0
2022-04-15, 5
2022-04-16, 15
2022-04-17, 16
